region,division,school_id,school_name,province,legislative_district,municipality,barangay,entity_name,type_of_ownership,ownership,buildable_space,dimension,scope_of_work,total_classrooms,classroom_requirement,estimated_classroom_shortage
Region IV-A,Cavite,108058,Panungyan Elementary School,CAVITE,Cavite 8th,MENDEZ (MENDEZ-NUÑEZ),PANUNGYAN II,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY8CL,12,10,0
Region IV-A,Cavite,108070,Halang Elementary School,CAVITE,Cavite 8th,NAIC,HALANG,DEPED,USUFRUCT AGREEMENT W/ LGU,With Ownership,No buildable space,,,36,92,56
Region IV-A,Cavite,502444,Malainen Bago Integrated School,CAVITE,Cavite 8th,NAIC,MALAINEN BAGO,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,50 x 30,0,0,0,0
Region IV-A,Cavite,301206,Naic Coastal Integrated National High School,CAVITE,Cavite 8th,NAIC,LABAC,DEPED,USUFRUCT AGREEMENT W/ LGU,With Ownership,Yes with buildable space,0,2UNIT/s-4STY20CL - L-type,31,39,8
Region IV-A,Cavite,502616,Timalan Hillsview Integrated School,CAVITE,Cavite 8th,NAIC,TIMALAN BALSAHAN,DEPED,USUFRUCT,With Ownership,Yes with buildable space,150 x 40,0,0,0,0
Region IV-A,Cavite,500871,Tagaytay City Integrated School,CAVITE,Cavite 8th,TAGAYTAY CITY,GUINHAWA SOUTH,DEPED,USUFRUCT,With Ownership,Yes with buildable space,80 x 40,0,34,37,3
Region IV-A,Cavite,301215,Tagaytay City Science National High School - Integrated Senior High School,CAVITE,Cavite 8th,TAGAYTAY CITY,SUNGAY SOUTH,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,0,1UNIT/s-4STY8CL,92,125,33
Region IV-A,Cavite,108173,Anastacio N.F. Dinglas Elementary School,CAVITE,Cavite 8th,TERNATE,SAN JOSE,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,0,1UNIT/s-4STY8CL,4,9,5
Region IV-A,Cavite,108172,Parang Elementary School,CAVITE,Cavite 8th,TERNATE,POBLACION I (BARANGAY I),DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-4STY12CL,9,14,5
Region IV-A,Cavite,301221,Ternate Integrated National High School,CAVITE,Cavite 8th,TERNATE,POBLACION I A,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,39,33,0
Region IV-A,San Pedro City,108417,Adelina I Complex ES,LAGUNA,Laguna 1st,SAN PEDRO,SAN ANTONIO,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,21,44,23
Region IV-A,San Pedro City,108421,Estrella ES,LAGUNA,Laguna 1st,SAN PEDRO,ESTRELLA,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,0,42,42
Region IV-A,San Pedro City,108422,Laguna Resettlement Community School,LAGUNA,Laguna 1st,SAN PEDRO,UNITED BAYANIHAN,DEPED,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,12m x 26m,0,0,76,76
Region IV-A,San Pedro City,108423,Landayan ES,LAGUNA,Laguna 1st,SAN PEDRO,LANDAYAN,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,56,100,44
Region IV-A,San Pedro City,108424,Langgam ES,LAGUNA,Laguna 1st,SAN PEDRO,LANGGAM,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,0,108,108
Region IV-A,San Pedro City,108426,Pacita Complex I ES,LAGUNA,Laguna 1st,SAN PEDRO,PACITA 1,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,28m x 14m,4STY12CL,0,69,69
Region IV-A,San Pedro City,108427,Pacita Complex II ES,LAGUNA,Laguna 1st,SAN PEDRO,PACITA 2,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,0,27,27
Region IV-A,San Pedro City,342361,Pacita Complex Senior High School,LAGUNA,Laguna 1st,SAN PEDRO,PACITA 1,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,13,16,3
Region IV-A,San Pedro City,108428,Rosario Complex Elementary School,LAGUNA,Laguna 1st,SAN PEDRO,ROSARIO,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,0,25,25
Region IV-A,San Pedro City,307939,San Antonio Integrated National High School,LAGUNA,Laguna 1st,SAN PEDRO,SAN ANTONIO,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,0,35,35
Region IV-A,San Pedro City,307907,"San Pedro Relocation Center National High School, Main (Langgam) Campus",LAGUNA,Laguna 1st,SAN PEDRO,LANGGAM,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,46m x 17m,N/A,148,167,19
Region IV-A,San Pedro City,164528,Southville 3A ES,LAGUNA,Laguna 1st,SAN PEDRO,SAN ANTONIO,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,0,69,69
Region IV-A,Cabuyao City,108237,Bigaa ES,LAGUNA,Laguna 2nd,CABUYAO,BIGAA,DEPED,SP-Special Patent,With Ownership,Yes with buildable space,27 x 13.5,4ST8CL,39,49,10
Region IV-A,Cabuyao City,108240,Casile ES,LAGUNA,Laguna 2nd,CABUYAO,CASILE,DEPED,TCT-CLOA,With Ownership,Yes with buildable space,30 X 30,4ST8CL,14,15,1
Region IV-A,Cabuyao City,301235,Casile Integrated National High School,LAGUNA,Laguna 2nd,CABUYAO,CASILE,DEPED,TCT-CLOA,With Ownership,Yes with buildable space,27 X 13.5,4ST8CL,14,12,0
Region IV-A,Cabuyao City,301241,Gulod NHS,LAGUNA,Laguna 2nd,CABUYAO,GULOD,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,15 X 12,3ST3CL,70,164,94
Region IV-A,Cabuyao City,108244,Mamatid Elementary,LAGUNA,Laguna 2nd,CABUYAO,MAMATID,DEPED,SP-Special Patent,With Ownership,Yes with buildable space,25 X 13.5,4ST8CL,65,166,101
Region IV-A,Cabuyao City,306188,MAMATID NATIONAL HIGH SCHOOL,LAGUNA,Laguna 2nd,CABUYAO,MAMATID,DEPED,USUFRUCT,With Ownership,No buildable space,,,0,0,0
Region IV-A,Cabuyao City,342355,Mamatid Senior High School,LAGUNA,Laguna 2nd,CABUYAO,MAMATID,DEPED,USUFRUCT,With Ownership,No buildable space,,,30,17,0
Region IV-A,Cabuyao City,330524,MARINIG NATIONAL HIGH SCHOOL,LAGUNA,Laguna 2nd,CABUYAO,MARINIG,DEPED,USUFRUCT,With Ownership,Yes with buildable space,100 X 75,4ST20CL,10,23,13
Region IV-A,Cabuyao City,108245,Marinig South ES,LAGUNA,Laguna 2nd,CABUYAO,MARINIG,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20 x 20,1UNIT/s-4STY12CL,33,59,26
Region IV-A,Cabuyao City,342354,Pulo Senior High School,LAGUNA,Laguna 2nd,CABUYAO,PULO,DEPED,USUFRUCT,With Ownership,No buildable space,,,22,15,0
Region IV-A,Cabuyao City,108251,San Isidro ES,LAGUNA,Laguna 2nd,CABUYAO,SAN ISIDRO,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,38,63,25
Region IV-A,Laguna,108200,Bay CS,LAGUNA,Laguna 2nd,BAY,DILA,DEPED,OCT-SP,With Ownership,No buildable space,,,0,55,55
Region IV-A,Laguna,108201,Bitin Elementary School,LAGUNA,Laguna 2nd,BAY,BITIN,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,31,36,5
Region IV-A,Laguna,301231,Bitin Integrated National High School,LAGUNA,Laguna 2nd,BAY,BITIN,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,0,30,30
Region IV-A,Laguna,108202,Calo ES,LAGUNA,Laguna 2nd,BAY,CALO,DEPED,OCT-SP,With Ownership,Yes but with demolition,32.00 x 14.00,1UNIT/s-2STY2CL,23,19,0
Region IV-A,Laguna,108204,Masaya ES,LAGUNA,Laguna 2nd,BAY,MASAYA,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,32m x 14m,4STRY8CL,20,26,6
Region IV-A,Laguna,301251,Masaya Integrated National High School,LAGUNA,Laguna 2nd,BAY,MASAYA,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,0,44,44
Region IV-A,Laguna,108206,Puypuy ES,LAGUNA,Laguna 2nd,BAY,PUYPUY,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,32.00 x 14.00,1UNIT/s-4STY12CL,8,11,3
Region IV-A,Laguna,108207,San Antonio ES,LAGUNA,Laguna 2nd,BAY,SAN ANTONIO,DEPED,OCT-SP,With Ownership,Yes with buildable space,32 x 14,4STY8CL,12,22,10
Region IV-A,Laguna,108306,Lalakay Elementary School,LAGUNA,Laguna 2nd,LOS BAÑOS,LALAKAY,DEPED,OCT-SP,With Ownership,No buildable space,,,15,20,5
Region IV-A,Laguna,108307,LOPEZ ELEM,LAGUNA,Laguna 2nd,LOS BAÑOS,BATONG MALAKE,DEPED,OCT-SP,With Ownership,Yes with buildable space,50 x 14,4STY16CL,0,60,60
Region IV-A,Laguna,108308,Los Banos Central Elementary School,LAGUNA,Laguna 2nd,LOS BAÑOS,TIMUGAN (POB.),DEPED,OCT-SP,With Ownership,No buildable space,,,49,53,4
Region IV-A,Laguna,307936,Los Banos Integrated Sch. (LBCHS-Annex),LAGUNA,Laguna 2nd,LOS BAÑOS,BAYOG,DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,32m x 14m,4STRY8CL,0,34,34
Region IV-A,Laguna,301246,Los Baños National High School - Poblacion,LAGUNA,Laguna 2nd,LOS BAÑOS,TIMUGAN (POB.),DEPED,MOA,With Ownership,No buildable space,,,10,36,26
Region IV-A,Laguna,301247,Los Banos NHS (Batong Malake),LAGUNA,Laguna 2nd,LOS BAÑOS,BATONG MALAKE,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,0,93,93
Region IV-A,Laguna,342349,LOS BAÑOS SENIOR HIGH SCHOOL (SHS) STAND ALONE,LAGUNA,Laguna 2nd,LOS BAÑOS,SAN ANTONIO,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,50 x 14,4STY20CL,0,16,16
Region IV-A,Laguna,108309,Maahas ES,LAGUNA,Laguna 2nd,LOS BAÑOS,MAAHAS,DEPED,OCT-SP,With Ownership,No buildable space,,,31,33,2
Region IV-A,Laguna,108310,Malinta ES,LAGUNA,Laguna 2nd,LOS BAÑOS,MALINTA,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,0,21,21
Region IV-A,Laguna,108311,Mayondon Elementary School,LAGUNA,Laguna 2nd,LOS BAÑOS,MAYONDON,DEPED,OCT-SP,With Ownership,Yes with buildable space,32 x 14,4STY8CL,0,62,62
Region IV-A,Laguna,108313,San Antonio Elementary School,LAGUNA,Laguna 2nd,LOS BAÑOS,SAN ANTONIO,DEPED,OCT-SP,With Ownership,No buildable space,,,0,24,24
Region IV-A,Laguna,307933,Tuntungin-Putho Integrated National High School,LAGUNA,Laguna 2nd,LOS BAÑOS,PUTHO TUNTUNGIN,DEPED,MOA,With Ownership,Yes with buildable space,32 x 14,4STY8CL,14,22,8
Region IV-A,Laguna,108189,De Mesa ES,LAGUNA,Laguna 3rd,ALAMINOS,SAN GREGORIO,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,15,14,0
Region IV-A,Laguna,108190,Del Carmen ES,LAGUNA,Laguna 3rd,ALAMINOS,DEL CARMEN,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,32m x 14m,4STRY8CL,7,7,0
Region IV-A,Laguna,108191,Palma ES,LAGUNA,Laguna 3rd,ALAMINOS,PALMA,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,8,12,4
Region IV-A,Laguna,108194,San Benito ES,LAGUNA,Laguna 3rd,ALAMINOS,SAN BENITO,DEPED,OCT-SP,With Ownership,No buildable space,,,18,18,0
Region IV-A,Laguna,108195,San Ildefonso ES,LAGUNA,Laguna 3rd,ALAMINOS,SAN ILDEFONSO,DEPED,OCT-SP,With Ownership,Yes with buildable space,32 x 14,4STY8CL,17,14,0
Region IV-A,Laguna,108198,San Roque Elementary School,LAGUNA,Laguna 3rd,ALAMINOS,SAN ROQUE,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,32m x 14m,4STRY8CL,10,8,0
Region IV-A,Laguna,108199,Santa Rosa ES,LAGUNA,Laguna 3rd,ALAMINOS,SANTA ROSA,DEPED,OCT-SP,With Ownership,Yes with buildable space,32 x 14,4STY8CL,11,16,5
Region IV-A,Laguna,301238,Dayap NHS,LAGUNA,Laguna 3rd,CALAUAN,DAYAP,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,38,60,22
Region IV-A,Laguna,307917,Dayap NHS (Mabacan Annex),LAGUNA,Laguna 3rd,CALAUAN,MABACAN,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,8,14,6
Region IV-A,Laguna,108261,Mabacan ES,LAGUNA,Laguna 3rd,CALAUAN,MABACAN,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,0,21,21
Region IV-A,Laguna,108262,Masiit ES,LAGUNA,Laguna 3rd,CALAUAN,MASIIT,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,12,10,0
Region IV-A,Laguna,108263,Paliparan ES,LAGUNA,Laguna 3rd,CALAUAN,PALIPARAN,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,0,8,8
Region IV-A,Laguna,108264,Perez ES,LAGUNA,Laguna 3rd,CALAUAN,PEREZ,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,32.00 x 14.00,1UNIT/s-3STY6CL,8,12,4
Region IV-A,Laguna,342359,Sto. Tomas Integrated High School,LAGUNA,Laguna 3rd,CALAUAN,SANTO TOMAS,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,24,39,15
Region IV-A,Laguna,108294,Calumpang ES,LAGUNA,Laguna 3rd,LILIW,CALUMPANG,DEPED,OCT-SP,With Ownership,No buildable space,,,4,16,12
Region IV-A,Laguna,108295,Daniw ES,LAGUNA,Laguna 3rd,LILIW,DANIW (DANLIW),DEPED,OCT-SP,With Ownership,Yes but with demolition,32.00 x 14.00 ,1UNIT/s-4STY8CL,5,7,2
Region IV-A,Laguna,108297,Liliw CES,LAGUNA,Laguna 3rd,LILIW,RIZAL (POB.),DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,32m x 14m,4STRY8CL,0,63,63
Region IV-A,Laguna,304846,Liliw Senior High School,LAGUNA,Laguna 3rd,LILIW,IBABANG TAYKIN,DEPED,USUFRUCT,With Ownership,No buildable space,,,20,14,0
Region IV-A,Laguna,108298,Mojon ES,LAGUNA,Laguna 3rd,LILIW,MOJON,DEPED,OCT-SP,With Ownership,Yes with buildable space,32 x 14,4STY8CL,0,10,10
Region IV-A,Laguna,108300,Pag-asa Elementary School,LAGUNA,Laguna 3rd,LILIW,ILAYANG PALINA,DEPED,OCT-SP,With Ownership,Yes but with demolition,32.00 x 14.00,1UNIT/s-4STY16CL,0,12,12
Region IV-A,Laguna,108351,Abo-Bukal Elementary School,LAGUNA,Laguna 3rd,NAGCARLAN,ABO,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,8,7,0
Region IV-A,Laguna,108352,Alumbrado ES,LAGUNA,Laguna 3rd,NAGCARLAN,ALUMBRADO,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,9,8,0
Region IV-A,Laguna,108354,Banilad ES,LAGUNA,Laguna 3rd,NAGCARLAN,BANILAD,DEPED,OCT-SP,With Ownership,No buildable space,,,7,9,2
Region IV-A,Laguna,108355,Banka-Banka Elementary School,LAGUNA,Laguna 3rd,NAGCARLAN,BANCA-BANCA,DEPED,OCT-SP,With Ownership,No buildable space,,,11,11,0
Region IV-A,Laguna,301236,Calumpang NHS,LAGUNA,Laguna 3rd,NAGCARLAN,CALUMPANG,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,0,35,35
Region IV-A,Laguna,301258,Plaridel Integrated High School,LAGUNA,Laguna 3rd,NAGCARLAN,BANAGO,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,41m x 14m,4STRY12CL,50,81,31
Region IV-A,Laguna,108365,San Francisco Elementary School,LAGUNA,Laguna 3rd,NAGCARLAN,SAN FRANCISCO,DEPED,OCT-SP,With Ownership,No buildable space,,,14,15,1
Region IV-A,Laguna,108366,Santa Lucia ES,LAGUNA,Laguna 3rd,NAGCARLAN,SANTA LUCIA,DEPED,OCT-SP,With Ownership,No buildable space,,,17,19,2
Region IV-A,Laguna,108367,Silangan Napapatid ES,LAGUNA,Laguna 3rd,NAGCARLAN,SILANGAN NAPAPATID,DEPED,OCT-SP,With Ownership,No buildable space,,,6,7,1
Region IV-A,Laguna,108368,Sinipian ES,LAGUNA,Laguna 3rd,NAGCARLAN,SINIPIAN,DEPED,OCT-SP,With Ownership,No buildable space,,,7,7,0
Region IV-A,Laguna,108369,Talangan ES,LAGUNA,Laguna 3rd,NAGCARLAN,TALANGAN,DEPED,OCT-SP,With Ownership,No buildable space,,,13,12,0
Region IV-A,Laguna,301276,Talangan Integrated National High School,LAGUNA,Laguna 3rd,NAGCARLAN,TALANGAN,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,41 x 14,4STY12CL,30,44,14
Region IV-A,Laguna,108370,Taytay-Malaya ES,LAGUNA,Laguna 3rd,NAGCARLAN,TAYTAY,DEPED,OCT-SP,With Ownership,No buildable space,,,27,21,0
Region IV-A,Laguna,108353,Antipolo Sulsuguin ES,LAGUNA,Laguna 3rd,RIZAL,ANTIPOLO,DEPED,OCT-SP,With Ownership,Yes but with demolition,41.00 x 14.00 ,1UNIT/s-4STY8CL,6,13,7
Region IV-A,Laguna,307903,Cristobal S. Conducto Memorial Integrated National High School,LAGUNA,Laguna 3rd,RIZAL,PAULE 2,DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,47,55,8
Region IV-A,Laguna,108363,Pook ES,LAGUNA,Laguna 3rd,RIZAL,POOK,DEPED,OCT-SP,With Ownership,No buildable space,,,4,14,10
Region IV-A,Laguna,108364,Rizal ES,LAGUNA,Laguna 3rd,RIZAL,TALAGA,DEPED,OCT-SP,With Ownership,No buildable space,,,45,44,0
Region IV-A,Laguna,108495,Banca-Banca ES,LAGUNA,Laguna 3rd,VICTORIA,BANCA-BANCA,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,13,18,5
Region IV-A,Laguna,301228,Banca-Banca Integrated National High School,LAGUNA,Laguna 3rd,VICTORIA,BANCA-BANCA,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,3,16,13
Region IV-A,Laguna,164515,Daniw ES Banca-Banca Ext.,LAGUNA,Laguna 3rd,VICTORIA,DANIW,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,8,10,2
Region IV-A,Laguna,108496,G. Herradura ES (Nanhaya ES),LAGUNA,Laguna 3rd,VICTORIA,NANHAYA (POB.),DEPED,OCT-SP,With Ownership,Yes but with demolition,32.00 x 14.00,1UNIT/s-3STY6CL,19,17,0
Region IV-A,Laguna,108497,Masapang ES,LAGUNA,Laguna 3rd,VICTORIA,MASAPANG,DEPED,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,32.00 x 14.00,"1UNIT/s-2STY6CL, 1UNIT/s-2STY8CL",21,21,0
Region IV-A,Laguna,301250,Masapang Integrated National High School,LAGUNA,Laguna 3rd,VICTORIA,MASAPANG,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,33,24,0
Region IV-A,Laguna,307929,Nanhaya NHS (San Francisco NHS - Nanhaya Ext.),LAGUNA,Laguna 3rd,VICTORIA,NANHAYA (POB.),DEPED,OCT-SP,With Ownership,No buildable space,,,6,13,7
Region IV-A,Laguna,108499,San Benito ES,LAGUNA,Laguna 3rd,VICTORIA,SAN BENITO,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,12,12,0
Region IV-A,Laguna,305632,SAN BENITO NATIONAL HIGH SCHOOL,LAGUNA,Laguna 3rd,VICTORIA,MASAPANG,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,32m x 14m,4STRY8CL,3,7,4
Region IV-A,Laguna,301264,San Francisco Integrated NHS,LAGUNA,Laguna 3rd,VICTORIA,SAN FRANCISCO,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,32m x 14m,4STRY8CL,0,15,15
Region IV-A,Laguna,307912,San Roque National High School,LAGUNA,Laguna 3rd,VICTORIA,SAN ROQUE (POB.),DEPED,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,32 x 14,4STY8CL,10,13,3
Region IV-A,Laguna,108501,T. Daguinsin ES (San Roque ES),LAGUNA,Laguna 3rd,VICTORIA,SAN ROQUE (POB.),DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,32m x 14m,4STRY8CL,19,18,0
Region IV-A,Laguna,108502,Victoria ES,LAGUNA,Laguna 3rd,VICTORIA,NANHAYA (POB.),DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,12,26,14
Region IV-A,Laguna,342348,Victoria Senior High School,LAGUNA,Laguna 3rd,VICTORIA,NANHAYA (POB.),DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,17,6,0
Region IV-A,San Pablo City,109788,C.M. Azcarate Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,BARANGAY VI-D (POB.),DEPED,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,12x34,1UNIT/s-4STY8CL,13,19,6
Region IV-A,San Pablo City,109768,Del Remedio Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,DEL REMEDIO,DEPED,OCT-SP,With Ownership,No buildable space,,,46,58,12
Region IV-A,San Pablo City,305684,Felix Amante Senior High School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SAN JOSE,DEPED,TD-TAX DECLARATION,With Ownership,Yes with buildable space,14x34,1UNIT/s-4STY8CL,45,36,0
Region IV-A,San Pablo City,109795,San Antonio I Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SAN ANTONIO 1,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,12x34,1UNIT/s-4STY8CL,13,21,8
Region IV-A,San Pablo City,301508,San Bartolome Integrated High School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SAN BARTOLOME,DEPED,DOD-DEED OF DONATION,With Ownership,No buildable space,,,13,38,25
Region IV-A,San Pablo City,109809,San Lorenzo Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SAN LORENZO,DEPED,OCT-SP,With Ownership,Yes but with demolition,14x34,1UNIT/s-4STY8CL,8,8,0
Region IV-A,San Pablo City,109790,San Lucas II Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SAN LUCAS 2,DEPED,OCT-SP,With Ownership,Yes but with demolition,14x34,1UNIT/s-4STY12CL,21,22,1
Region IV-A,San Pablo City,109771,San Marcos Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SAN MARCOS,DEPED,OCT-SP,With Ownership,Yes with buildable space,15X40,2STY-4CL Phase 2,6,16,10
Region IV-A,San Pablo City,109772,San Mateo Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SAN MATEO,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,12x34,1UNIT/s-4STY8CL,9,9,0
Region IV-A,San Pablo City,301504,San Pablo City Integrated High School,LAGUNA,Laguna 3rd,SAN PABLO CITY,BARANGAY VI-A (POB.),DEPED,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,,55,108,53
Region IV-A,San Pablo City,109810,San Pedro Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SAN PEDRO,DEPED,OCT-SP,With Ownership,Yes but with demolition,14x34,1UNIT/s-4STY8CL,8,10,2
Region IV-A,San Pablo City,109802,Sta. Ana Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SANTA ANA,DEPED,OCT-SP,With Ownership,Yes with buildable space,14X34,2STY-4CL Phase 2,13,14,1
Region IV-A,San Pablo City,109765,Sta. Cruz Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SANTA CRUZ,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,14x34,1UNIT/s-4STY8CL,11,13,2
Region IV-A,San Pablo City,109757,Sta. Maria Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SANTA MARIA,DEPED,OCT-SP,With Ownership,Yes but with demolition,14x44,1UNIT/s-4STY8CL,17,18,1
Region IV-A,San Pablo City,109785,Sta. Monica Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SANTA MONICA,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,27m x 14m,4STY8CL,20,17,0
Region IV-A,San Pablo City,109786,Sta. Veronica Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SANTA VERONICA,DEPED,TD-TAX DECLARATION,With Ownership,No buildable space,,,13,9,0
Region IV-A,San Pablo City,109758,Stmo. Rosario Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SANTISIMO ROSARIO,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,14x34,1UNIT/s-4STY8CL,18,18,0
Region IV-A,San Pablo City,109812,Sto. Angel Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SANTO ANGEL,DEPED,TD-TAX DECLARATION,With Ownership,Yes but with demolition,14x42,1UNIT/s-4STY12CL,30,24,0
Region IV-A,San Pablo City,109767,Sto. Niño Elementary School,LAGUNA,Laguna 3rd,SAN PABLO CITY,SANTO NINO,DEPED,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,27m x 14m,2STY4CL Phase 2 (Completion),8,18,10
Region IV-A,Laguna,108270,BUKAL ES,LAGUNA,Laguna 4th,CAVINTI,BUKAL,DEPED,SP-Special Patent,With Ownership,Yes with buildable space,32.00 x 14.00,1UNIT/s-2STY4CL,0,8,8
Region IV-A,Laguna,301233,"Bukal NHS, Cavinti",LAGUNA,Laguna 4th,CAVINTI,BUKAL,DEPED,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,32m x 14m,4STRY8CL,13,8,0
Region IV-A,Laguna,108274,Cansuso ES,LAGUNA,Laguna 4th,CAVINTI,CANSUSO,DEPED,OCT-SP,With Ownership,No buildable space,,,4,4,0
Region IV-A,Laguna,307911,Cavinti Integrated National High School,LAGUNA,Laguna 4th,CAVINTI,DUHAT,DEPED,OCT-SP,With Ownership,Yes with buildable space,50 x 14,4STY16CL,29,34,5
Region IV-A,Laguna,108276,Inao-Awan ES,LAGUNA,Laguna 4th,CAVINTI,INAO-AWAN,DEPED,SP-Special Patent,With Ownership,Yes with buildable space,41.00 x 14.00 ,1UNIT/s-4STY8CL,6,7,1
