region,division,school_id,school_name,province,legislative_district,municipality,barangay,type_of_ownership,ownership,buildable_space,dimension,scope_of_work
BARMM,Special Geographic Area Division,306359,DUNGUAN-MATANOG HIGH SCHOOL,(SGA - North Cotabato),Cotabato (North) 1st,(SGA - North Cotabato),DUNGUAN,,47K LIST - No Status of Site ownership,,,
BARMM,Special Geographic Area Division,305617,Balong High School,(SGA - North Cotabato),Cotabato (North) 1st,(SGA - North Cotabato),BALONG,,47K LIST - No Status of Site ownership,,,
BARMM,Special Geographic Area Division,304479,Matilac HS,NORTH COTABATO,Cotabato (North) 1st,(SGA - North Cotabato),MATILAC,,47K LIST - No Status of Site ownership,,,
BARMM,Special Geographic Area Division,304489,Olandang NHS,NORTH COTABATO,Cotabato (North) 1st,(SGA - North Cotabato),OLANDANG,,47K LIST - No Status of Site ownership,,,
BARMM,Special Geographic Area Division,306358,MALINGAO HIGH SCHOOL,(SGA - North Cotabato),No LD,(SGA - North Cotabato),MALINGAO,,47K LIST - No Status of Site ownership,,,
BARMM,Special Geographic Area Division,137315,PANTADEN PRIMARY SCHOOL,(SGA - North Cotabato),No LD,(SGA - North Cotabato),KIB-AYAO,,47K LIST - No Status of Site ownership,,,
BARMM,Special Geographic Area Division,137314,SAYUGAN PRIMARY SCHOOL,(SGA - North Cotabato),No LD,(SGA - North Cotabato),NASAPIAN,,47K LIST - No Status of Site ownership,,,
BARMM,Special Geographic Area Division,306360,TUPIG HIGH SCHOOL,(SGA - North Cotabato),No LD,(SGA - North Cotabato),TUPIG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,215015,Akbar ES,BASILAN,Basilan Lone,AKBAR,UPPER BATO-BATO,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,318004,AKBAR NATIONAL HIGH SCHOOL,BASILAN,Basilan Lone,AKBAR,UPPER BATO-BATO,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133137,Bato-Bato ES,BASILAN,Basilan Lone,AKBAR,LOWER BATO-BATO,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133186,Caddayan ES,BASILAN,Basilan Lone,AKBAR,CADDAYAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133198,Linongan PS,BASILAN,Basilan Lone,AKBAR,LINONGAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133200,Mangalut ES,BASILAN,Basilan Lone,AKBAR,MANGALUT,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133206,Semut ES,BASILAN,Basilan Lone,AKBAR,SEMUT,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,306295,AL-BARKA NATIONAL HIGH SCHOOL,BASILAN,Basilan Lone,AL-BARKA,MAGCAWA,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133181,Bato-Bato ES,BASILAN,Basilan Lone,AL-BARKA,BATO-BATO,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133157,Baunoh Peggesan ES,BASILAN,Basilan Lone,AL-BARKA,APIL-APIL,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133159,Bohepiang PS,BASILAN,Basilan Lone,AL-BARKA,BOHE-PIANG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133143,Bucalao PS,BASILAN,Basilan Lone,AL-BARKA,BUCALAO,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133144,Cambug ES,BASILAN,Basilan Lone,AL-BARKA,CAMBUG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133163,Danapah ES,BASILAN,Basilan Lone,AL-BARKA,DANAPAH,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133164,Guinanta/Magcawa ES,BASILAN,Basilan Lone,AL-BARKA,GUINANTA,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133165,Kailih ES,BASILAN,Basilan Lone,AL-BARKA,KAILIH,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133166,Kinukutan ES,BASILAN,Basilan Lone,AL-BARKA,KINUKUTAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133168,Kuhon Lennuh ES,BASILAN,Basilan Lone,AL-BARKA,KUHON LENNUH,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133170,Linuan PS,BASILAN,Basilan Lone,AL-BARKA,LINUAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133180,Basakan PS,BASILAN,Basilan Lone,HADJI MOHAMMAD AJUL,BASAKAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133183,Bohepereng ES,BASILAN,Basilan Lone,HADJI MOHAMMAD AJUL,BUTON,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,318003,Buton NHS,BASILAN,Basilan Lone,HADJI MOHAMMAD AJUL,BUTON,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133188,Candiis ES,BASILAN,Basilan Lone,HADJI MOHAMMAD AJUL,CANDIIS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133191,Jose Abad Santos PS,BASILAN,Basilan Lone,HADJI MOHAMMAD AJUL,SULUTAN MATANGAL,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133193,Lakandula ES,BASILAN,Basilan Lone,HADJI MOHAMMAD AJUL,SERONGGON,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133195,Langil West PS,BASILAN,Basilan Lone,HADJI MOHAMMAD AJUL,LANGIL,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133196,Languyan ES,BASILAN,Basilan Lone,HADJI MOHAMMAD AJUL,LANGUYAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133201,Mataggan ES,BASILAN,Basilan Lone,HADJI MOHAMMAD AJUL,SULUTAN MATANGAL,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133205,Saluyot PS,BASILAN,Basilan Lone,HADJI MOHAMMAD AJUL,PINTASAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304949,Sinulatan NHS-Tuburan Annex,BASILAN,Basilan Lone,HADJI MOHAMMAD AJUL,LANGONG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133210,Tuburan CES,BASILAN,Basilan Lone,HADJI MOHAMMAD AJUL,TUBURAN PROPER (POB.),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,215016,Kainahan ES,BASILAN,Basilan Lone,HADJI MUHTAMAD,LUBUKAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304941,Lubukan NHS,BASILAN,Basilan Lone,HADJI MUHTAMAD,LUBUKAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304942,Lubukan NHS-Sangbay Small Annex,BASILAN,Basilan Lone,HADJI MUHTAMAD,SANGBAY SMALL,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133072,Lukbaldaya ES,BASILAN,Basilan Lone,HADJI MUHTAMAD,TAUSAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133078,Sangbay Small ES,BASILAN,Basilan Lone,HADJI MUHTAMAD,SANGBAY SMALL,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133079,Tausan ES,BASILAN,Basilan Lone,HADJI MUHTAMAD,TAUSAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133023,Atong-Atong ES,BASILAN,Basilan Lone,LANTAWAN,ATONG-ATONG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304926,Atong-Atong NHS,BASILAN,Basilan Lone,LANTAWAN,ATONG-ATONG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304927,Atong-Atong NHS - Tairan Annex,BASILAN,Basilan Lone,LANTAWAN,TAIRAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133024,Bagbagon ES,BASILAN,Basilan Lone,LANTAWAN,BAGBAGON,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133069,Baluk-Baluk ES,BASILAN,Basilan Lone,LANTAWAN,BALUK-BALUK,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133026,Baungis ES,BASILAN,Basilan Lone,LANTAWAN,BAUNGIS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133027,Bulan-Bulan Elementary School,BASILAN,Basilan Lone,LANTAWAN,BULAN-BULAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133028,Bulanza ES,BASILAN,Basilan Lone,LANTAWAN,BULANZA,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133029,Calayan PS,BASILAN,Basilan Lone,LANTAWAN,CALAYAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133032,Concepcion Central ES,BASILAN,Basilan Lone,LANTAWAN,MATARLING,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304936,Concepcion NHS,BASILAN,Basilan Lone,LANTAWAN,MATARLING,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133070,Dasalan ES,BASILAN,Basilan Lone,LANTAWAN,DASALAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133033,Kasawi ES,BASILAN,Basilan Lone,LANTAWAN,CANIBUNGAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133062,Landugan ES,BASILAN,Basilan Lone,LANTAWAN,LANDUGAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133034,Lantawan Proper PS,BASILAN,Basilan Lone,LANTAWAN,LANTAWAN PROPER (POB.),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133035,Lawi-Lawi ES,BASILAN,Basilan Lone,LANTAWAN,LAWI-LAWI,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133036,Lower Banas ES,BASILAN,Basilan Lone,LANTAWAN,LOWER BAÃ‘AS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133037,Lower Manggas Elementary School,BASILAN,Basilan Lone,LANTAWAN,LOWER MANGGAS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133071,Lubukan CES,BASILAN,Basilan Lone,LANTAWAN,LUBUKAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133073,Lukbungsod ES,BASILAN,Basilan Lone,LANTAWAN,LUUKBONGSOD,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133074,Mananggal PS,BASILAN,Basilan Lone,LANTAWAN,MANANGGAL,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133040,Matikang Elemenetary School,BASILAN,Basilan Lone,LANTAWAN,MATIKANG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133075,Palahangan ES,BASILAN,Basilan Lone,LANTAWAN,PALAHANGAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133041,Pamucalin ES,BASILAN,Basilan Lone,LANTAWAN,PAMUCALIN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133076,Panducan ES,BASILAN,Basilan Lone,LANTAWAN,PANDUCAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133042,Paniongan Elementary School,BASILAN,Basilan Lone,LANTAWAN,PANIONGAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133043,Parian Baunoh ES,BASILAN,Basilan Lone,LANTAWAN,PARIAN-BAUNOH,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,215011,Salisa PS,BASILAN,Basilan Lone,LANTAWAN,LUBUKAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133077,Sangbay Big ES,BASILAN,Basilan Lone,LANTAWAN,SANGBAY BIG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133044,Subaan Primary Sschool,BASILAN,Basilan Lone,LANTAWAN,SUBA-AN (PANGASAHAN),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133045,Switch Yakal ES,BASILAN,Basilan Lone,LANTAWAN,SWITCH YAKAL,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133046,Tairan ES,BASILAN,Basilan Lone,LANTAWAN,TAIRAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133047,Upper Banas ES,BASILAN,Basilan Lone,LANTAWAN,LOWER BAÃ‘AS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133048,Upper Manggas PS,BASILAN,Basilan Lone,LANTAWAN,UPPER MANGGAS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133049,Abong-Abong ES,BASILAN,Basilan Lone,MALUSO,ABONG-ABONG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133050,Batungal ES,BASILAN,Basilan Lone,MALUSO,BATUNGAL,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133052,Calang Elementary School,BASILAN,Basilan Lone,MALUSO,CALANG CANAS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133053,Camanggaan ES,BASILAN,Basilan Lone,MALUSO,TOWNSITE (POB.),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133054,Fuente ES,BASILAN,Basilan Lone,MALUSO,FUENTE MALUSO,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133061,Gaunan ES,BASILAN,Basilan Lone,MALUSO,GUANAN NORTH (ZONE I),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133063,Laud ES,BASILAN,Basilan Lone,MALUSO,PORT HOLLAND ZONE III POB. (SAMAL VILLAG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,215009,Lower Mahayahay,BASILAN,Basilan Lone,MALUSO,MAHAYAHAY LOWER (ZONE I),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133055,Maluso CES,BASILAN,Basilan Lone,MALUSO,TOWNSITE (POB.),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304943,Maluso NHS,BASILAN,Basilan Lone,MALUSO,PORT HOLLAND ZONE I POB. (UPPER),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133056,Pali ES,BASILAN,Basilan Lone,MALUSO,ABONG-ABONG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,215005,Panglima Ladjamatli Tammang E/S,BASILAN,Basilan Lone,MALUSO,MUSLIM AREA,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133065,Port Holland CES,BASILAN,Basilan Lone,MALUSO,PORT HOLLAND ZONE V (SHIPYARD TABUK),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133066,Shipyard ES,BASILAN,Basilan Lone,MALUSO,PORT HOLLAND ZONE II POB. (SHIPYARD MAIN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133067,Tamuk ES,BASILAN,Basilan Lone,MALUSO,TAMUK,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133057,Tubigan ES,BASILAN,Basilan Lone,MALUSO,TUBIGAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133058,Upper Garlayan ES,BASILAN,Basilan Lone,MALUSO,UPPER GARLAYAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133059,Upper Mahayahay ES,BASILAN,Basilan Lone,MALUSO,MAHAYAHAY UPPER (ZONE II),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133068,Upper Taberlongan ES,BASILAN,Basilan Lone,MALUSO,TABERLONGAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133096,Babagbato ES,BASILAN,Basilan Lone,SUMISIP,SAHAYA BOHE BATO,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133097,Bacung ES,BASILAN,Basilan Lone,SUMISIP,BACUNG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133098,Basak ES,BASILAN,Basilan Lone,SUMISIP,BASAK,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133116,Buli-Buli ES,BASILAN,Basilan Lone,SUMISIP,BULI-BULI,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133099,Cabcaban ES,BASILAN,Basilan Lone,SUMISIP,CABCABAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133117,Cabengbeng Elementary School,BASILAN,Basilan Lone,SUMISIP,CABENGBENG UPPER,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133130,Daindingan ES,BASILAN,Basilan Lone,SUMISIP,TIKUS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133119,Etub Etub ES,BASILAN,Basilan Lone,SUMISIP,ETTUB-ETTUB,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133101,Guiong ES,BASILAN,Basilan Lone,SUMISIP,GUIONG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133102,Irelley ES,BASILAN,Basilan Lone,SUMISIP,SUMISIP CENTRAL,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,215012,Ismael Memorial PS,BASILAN,Basilan Lone,SUMISIP,MAHATALANG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133120,Langaray ES,BASILAN,Basilan Lone,SUMISIP,MANAUL,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133103,Libug ES,BASILAN,Basilan Lone,SUMISIP,LIBUG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133104,Limbo Candies ES,BASILAN,Basilan Lone,SUMISIP,LIMBOCANDIS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133106,Lower Sumisip ES,BASILAN,Basilan Lone,SUMISIP,KAUM-AIR,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133107,Lukbait ES,BASILAN,Basilan Lone,SUMISIP,LUUK-BAIT,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133122,Mahatalang ES,BASILAN,Basilan Lone,SUMISIP,MAHATALANG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133123,Manaul PS,BASILAN,Basilan Lone,SUMISIP,MANAUL,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133108,Mangal ES,BASILAN,Basilan Lone,SUMISIP,MANGAL (POB.),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133124,Marang ES,BASILAN,Basilan Lone,SUMISIP,MARANG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133125,Mebak PS,BASILAN,Basilan Lone,SUMISIP,MEBAK,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133109,Pamatsaken ES,BASILAN,Basilan Lone,SUMISIP,KAUMPAMATSAKEM,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133126,Sangiyan PS,BASILAN,Basilan Lone,SUMISIP,CABENGBENG UPPER,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133127,Sapa Bulak ES,BASILAN,Basilan Lone,SUMISIP,SAPAH BULAK,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133128,Sapa Langay ES,BASILAN,Basilan Lone,SUMISIP,CABENGBENG LOWER,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133129,Subah Languyan PS,BASILAN,Basilan Lone,SUMISIP,BOHE-LANGUYAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133111,Sucaten PS,BASILAN,Basilan Lone,SUMISIP,BACUNG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304950,Sumisip Agro-Fisheries School,BASILAN,Basilan Lone,SUMISIP,BASAK,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133112,Sumisip CES,BASILAN,Basilan Lone,SUMISIP,SUMISIP CENTRAL,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304951,Sumisip National High School,BASILAN,Basilan Lone,SUMISIP,SUMISIP CENTRAL,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304952,Sumisip NHS-Manggal Annex,BASILAN,Basilan Lone,SUMISIP,MANGAL (POB.),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304953,Sumisip NHS-Tumahubong Annex,BASILAN,Basilan Lone,SUMISIP,TUMAHUBONG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,215014,Tikos PS,BASILAN,Basilan Lone,SUMISIP,BACUNG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133131,Tongsengal ES,BASILAN,Basilan Lone,SUMISIP,TONGSENGAL,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133132,Tumahubong CES,BASILAN,Basilan Lone,SUMISIP,TUMAHUBONG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133114,Upper Benembengan ES,BASILAN,Basilan Lone,SUMISIP,BENEMBENGAN UPPER,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133081,Babag ES,BASILAN,Basilan Lone,TABUAN-LASA,BABAG (BABUAN ISLAND),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133083,Balanting ES,BASILAN,Basilan Lone,TABUAN-LASA,BALANTING,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133084,Bubuan ES,BASILAN,Basilan Lone,TABUAN-LASA,BOLOH-BOLOH,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304933,Bubuan NHS,BASILAN,Basilan Lone,TABUAN-LASA,BOLOH-BOLOH,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304934,Bubuan NHS-Saluping Annex,BASILAN,Basilan Lone,TABUAN-LASA,PISAK-PISAK,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133085,Bukutumus ES,BASILAN,Basilan Lone,TABUAN-LASA,BUKUT-UMUS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133087,Kaumpurnah PS,BASILAN,Basilan Lone,TABUAN-LASA,KAUMPURNAH,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133088,Lanawan Central Elementary School,BASILAN,Basilan Lone,TABUAN-LASA,LANAWAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133089,Pisak-Pisak ES,BASILAN,Basilan Lone,TABUAN-LASA,PISAK-PISAK,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133090,Saluping ES,BASILAN,Basilan Lone,TABUAN-LASA,SALUPING,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133091,Suligan PS,BASILAN,Basilan Lone,TABUAN-LASA,SULIGAN (BABUAN ISLAND),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133092,Sulloh ES,BASILAN,Basilan Lone,TABUAN-LASA,SULLOH (TAPIANTANA),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133093,Tambuligbuton ES,BASILAN,Basilan Lone,TABUAN-LASA,TAMBULIG BUTON,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133094,Tinutungan PS,BASILAN,Basilan Lone,TABUAN-LASA,BUKUT-UMUS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133095,Tongumos ES,BASILAN,Basilan Lone,TABUAN-LASA,TONG-UMUS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133134,Badja Central ES,BASILAN,Basilan Lone,TIPO-TIPO,BADJA,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133155,Baguindan ES,BASILAN,Basilan Lone,TIPO-TIPO,BAGUINDAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133135,Banah Elementary School,BASILAN,Basilan Lone,TIPO-TIPO,BANAH,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133136,Bangcuang Elementary School,BASILAN,Basilan Lone,TIPO-TIPO,BANGCUANG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133138,Bohebaca ES,BASILAN,Basilan Lone,TIPO-TIPO,BOHEBACA,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133140,Bohebitih ES,BASILAN,Basilan Lone,TIPO-TIPO,BADJA,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133141,Bohelebbung ES,BASILAN,Basilan Lone,TIPO-TIPO,BOHELEBUNG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133142,Bohetambak ES,BASILAN,Basilan Lone,TIPO-TIPO,BOHE-TAMBAK,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304937,Jacinto Cuevas NHS,BASILAN,Basilan Lone,TIPO-TIPO,BOHELEBUNG,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133149,Lagayas ES,BASILAN,Basilan Lone,TIPO-TIPO,LAGAYAS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133150,Limbo-Upas Elementary School,BASILAN,Basilan Lone,TIPO-TIPO,LIMBO-UPAS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133174,Silangkum ES,BASILAN,Basilan Lone,TIPO-TIPO,SILANGKUM,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133176,Tipo-Tipo CES,BASILAN,Basilan Lone,TIPO-TIPO,TIPO-TIPO PROPER (POB.),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304954,Tipo-Tipo NHS,BASILAN,Basilan Lone,TIPO-TIPO,TIPO-TIPO PROPER (POB.),,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133184,Bohetambis ES,BASILAN,Basilan Lone,TUBURAN,BOHETAMBIS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133187,Calut ES,BASILAN,Basilan Lone,TUBURAN,CALUT,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133190,Dugaa ES,BASILAN,Basilan Lone,TUBURAN,DUGA-A,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,215004,Lower Tablas ES,BASILAN,Basilan Lone,TUBURAN,LOWER TABLAS,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133199,Mamboring Elementary School,BASILAN,Basilan Lone,TUBURAN,MAHAWID,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133207,Sibago ES,BASILAN,Basilan Lone,TUBURAN,SIBAGO,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133208,Sinangkapan ES,BASILAN,Basilan Lone,TUBURAN,LOWER SINANGKAPAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304947,Sinangkapan NHS,BASILAN,Basilan Lone,TUBURAN,LOWER SINANGKAPAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133209,Sinulatan ES,BASILAN,Basilan Lone,TUBURAN,SINULATAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,304948,Sinulatan NHS,BASILAN,Basilan Lone,TUBURAN,SINULATAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133154,Amaloy ES,BASILAN,Basilan Lone,UNGKAYA PUKAN,AMALOY,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133158,Bohepahuh ES,BASILAN,Basilan Lone,UNGKAYA PUKAN,BOHE-PAHUH,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133160,Bohesuyak ES,BASILAN,Basilan Lone,UNGKAYA PUKAN,BOHE-SUYAK,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133161,Cabangalan ES,BASILAN,Basilan Lone,UNGKAYA PUKAN,CABANGALAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133162,Camalig ES,BASILAN,Basilan Lone,UNGKAYA PUKAN,BOHE-PAHUH,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133145,Danit ES,BASILAN,Basilan Lone,UNGKAYA PUKAN,DANIT,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133147,Kamamboringan ES,BASILAN,Basilan Lone,UNGKAYA PUKAN,KAMAMBURINGAN,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133172,Matata P/S,BASILAN,Basilan Lone,UNGKAYA PUKAN,MATATA,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133173,Materling ES,BASILAN,Basilan Lone,UNGKAYA PUKAN,MATERLING,,47K LIST - No Status of Site ownership,,,
BARMM,Basilan,133152,Pipil ES,BASILAN,Basilan Lone,UNGKAYA PUKAN,PIPIL,,47K LIST - No Status of Site ownership,,,
