region,division,school_id,school_name,province,legislative_district,municipality,barangay,type_of_ownership,ownership,buildable_space,dimension,scope_of_work
Region XII,Kidapawan City,131352,Junction Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),JUNCTION,OCT-SP,With Ownership,Yes but with demolition,0,1UNIT/s-2STY6CL
Region XII,Kidapawan City,131353,Kalaisan Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),KALAISAN,OCT-SP,With Ownership,Yes but with demolition,0,1UNIT/s-2STY6CL
Region XII,Kidapawan City,304663,Kalaisan National High School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),KALAISAN,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,10 x 45,0
Region XII,Kidapawan City,131343,Kalasuyan ES,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),KALASUYAN,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,10m X 45m,2STY-8CL
Region XII,Kidapawan City,131366,Katipunan Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),KATIPUNAN,OCT-SP,With Ownership,Yes but with demolition,0,1UNIT/s-2STY8CL
Region XII,Kidapawan City,304661,Kidapawan City National High School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),POBLACION,OCT-SP,With Ownership,Yes but with demolition,0,1UNIT/s-2STY8CL
Region XII,Kidapawan City,131326,Kidapawan City Pilot Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),POBLACION,OCT-SP,With Ownership,Yes but with demolition,0,2UNIT/s-3STY12CL
Region XII,Kidapawan City,500303,Lake Agco Integrated School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),ILOMAVIS,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,10m X 45m,2STY-8CL
Region XII,Kidapawan City,131344,Lanao Central Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),LANAO,TD-TAX DECLARATION,With Ownership,Yes but with demolition,0,1UNIT/s-2STY8CL
Region XII,Kidapawan City,305749,LANAO NATIONAL HIGH SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),POBLACION,TD-TAX DECLARATION,With Ownership,Yes but with demolition,0,1UNIT/s-2STY8CL
Region XII,Kidapawan City,131341,Lapan Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),PEREZ,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,10m X 25m,2STY-8CL
Region XII,Kidapawan City,317101,Linangkob High School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),LINANGCOB,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,10 x 45,0
Region XII,Kidapawan City,131345,Luvimin Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),LUVIMIN,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY6CL
Region XII,Kidapawan City,500304,Macebolig Integrated School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),MACABOLIG,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,0,1UNIT/s-2STY6CL
Region XII,Kidapawan City,131367,Malinan Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),MALINAN,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY6CL
Region XII,Kidapawan City,131334,Manongol Central Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),MANONGOL,OCT-SP,With Ownership,Yes with buildable space,0,"1UNIT/s-2STY6CL, 1UNIT/s-2STY6CL"
Region XII,Kidapawan City,304659,Manongol National High School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),MANONGOL,OCT-ORIGINAL CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,0,1UNIT/s-2STY8CL
Region XII,Kidapawan City,131346,Marbel Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),MARBEL (EMBAC),OCT-SP,With Ownership,Yes with buildable space,10 x 45,0
Region XII,Kidapawan City,500305,Marciano Mancera Integrated School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),BALINDOG,OCT-SP,With Ownership,Yes but with demolition,0,1UNIT/s-2STY6CL
Region XII,Kidapawan City,131348,Mateo Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),MATEO,OCT-SP,With Ownership,Yes but with demolition,0,1UNIT/s-2STY8CL
Region XII,Kidapawan City,131354,Mateo Olodin Memorial Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),LINANGCOB,TD-TAX DECLARATION,With Ownership,Yes but with demolition,0,"1UNIT/s-2STY8CL, 1UNIT/s-2STY6CL"
Region XII,Kidapawan City,131335,Meohao Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),MEOCHAO,TD-TAX DECLARATION,With Ownership,Yes but with demolition,0,1UNIT/s-2STY6CL
Region XII,Kidapawan City,304664,Mt. Apo National High School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),ILOMAVIS,DOD-DEED OF DONATION,With Ownership,No buildable space,,
Region XII,Kidapawan City,500306,Mua-an Integrated School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),MUA-AN,TD-TAX DECLARATION,With Ownership,Yes but with demolition,0,1UNIT/s-2STY6CL
Region XII,Kidapawan City,131357,New Bohol Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),NEW BOHOL,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY8CL
Region XII,Kidapawan City,500308,Nuangan Integrated School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),NUANGAN,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,0,1UNIT/s-2STY6CL
Region XII,Kidapawan City,131368,Onica Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),ONICA,TD-TAX DECLARATION,With Ownership,Yes but with demolition,0,1UNIT/s-2STY6CL
Region XII,Kidapawan City,304667,Onica National High School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),ONICA,TD-TAX DECLARATION,With Ownership,Yes but with demolition,0,2UNIT/s-2STY6CL
Region XII,Kidapawan City,131358,Paco Central Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),PACO,TD-TAX DECLARATION,With Ownership,Yes but with demolition,10m X 54m,2STY-8CL
Region XII,Kidapawan City,304668,Paco National High School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),PACO,TD-TAX DECLARATION,With Ownership,Yes with buildable space,10 x 45,0
Region XII,Kidapawan City,131369,Patadon ES,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),PATADON (PATADON EAST),TD-TAX DECLARATION,With Ownership,Yes with buildable space,10 x 45,0
Region XII,Kidapawan City,317103,Patadon High School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),PATADON (PATADON EAST),USUFRUCT,With Ownership,Yes but with demolition,0,1UNIT/s-2STY8CL
Region XII,Kidapawan City,131337,Perez Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),PEREZ,TD-TAX DECLARATION,With Ownership,Yes but with demolition,0,2UNIT/s-3STY12CL
Region XII,Kidapawan City,304660,Perez National High School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),PEREZ,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-2STY6CL
Region XII,Kidapawan City,500310,Puasinda Integrated School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),AMAS,TD-TAX DECLARATION,With Ownership,Yes with buildable space,10m X 45m,2STY-8CL
Region XII,Kidapawan City,210502,Ray Buenaventura A. Sabulao Memorial Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),POBLACION,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,7 x 18,0
Region XII,Kidapawan City,131371,San Isidro ES,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),SAN ISIDRO,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,0,1UNIT/s-2STY8CL
Region XII,Kidapawan City,131356,San Miguel Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),MACABOLIG,OCT-SP,With Ownership,Yes with buildable space,7 x 36,0
Region XII,Kidapawan City,131372,San Roque ES,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),SAN ROQUE,OCT-SP,With Ownership,Yes but with demolition,0,1UNIT/s-2STY8CL
Region XII,Kidapawan City,304665,Saniel Cruz National High School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),POBLACION,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,
Region XII,Kidapawan City,131338,Sayaban Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),ILOMAVIS,TD-TAX DECLARATION,With Ownership,Yes but with demolition,0,"1UNIT/s-4STY16CL, 1UNIT/s-4STY12CL"
Region XII,Kidapawan City,131349,Sibawan Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),SIBAWAN,OCT-SP,With Ownership,Yes with buildable space,7 x 36,0
Region XII,Kidapawan City,131339,Sibug Memorial Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),SUDAPIN,OCT-SP,With Ownership,Yes but with demolition,0,1UNIT/s-3STY12CL
Region XII,Kidapawan City,131359,Sikitan Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),SIKITAN,TD-TAX DECLARATION,With Ownership,Yes but with demolition,0,1UNIT/s-3STY12CL
Region XII,Kidapawan City,500307,Singao Integrated School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),SINGAO,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,0,1UNIT/s-2STY4CL
Region XII,Kidapawan City,304666,Spottswood NHS,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),POBLACION,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,No buildable space,,
Region XII,Kidapawan City,131360,Sto. Niño Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),SANTO NINO,TD-TAX DECLARATION,With Ownership,Yes with buildable space,10m X 25m,2STY-8CL
Region XII,Kidapawan City,131328,Suerte MES,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),SUDAPIN,OCT-ORIGINAL CERTIFICATE OF TITLE,With Ownership,Yes but with demolition,10m X 36m,3STY-15CL
Region XII,Kidapawan City,131340,Sumayahon Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),PEREZ,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY10CL
Region XII,Kidapawan City,131361,Sumbac Elementary School,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),SUMBAO,TD-TAX DECLARATION,With Ownership,Yes with buildable space,7 x 36,0
Region XII,Kidapawan City,210503,UPPER SINGAO ELEM. SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,CITY OF KIDAPAWAN (Capital),SINGAO,DOD-DEED OF DONATION,With Ownership,Yes but with demolition,0,1UNIT/s-2STY6CL
Region XII,North Cotabato,129877,Antipas CES,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,POBLACION,OCT-SP,With Ownership,Yes with buildable space,40 X 10,2STY8CL
Region XII,North Cotabato,304415,ANTIPAS NATIONAL HIGH SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,POBLACION,TCT-TRANSFER CERTIFICATE OF TITLE,With Ownership,Yes with buildable space,80 x 9 (2sty-8cl),1UNIT/s-1STY2CL
Region XII,North Cotabato,304416,Antipas NHS - Malire Annex,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,MALIRE,OCT-SP,With Ownership,Yes with buildable space,20 X 10 ,0
Region XII,North Cotabato,129878,B. Cadungon ES,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,B. CADUNGON,TD-TAX DECLARATION,With Ownership,Yes with buildable space,12X12,1STY1CL
Region XII,North Cotabato,129879,Camutan Elementary School,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,CAMUTAN,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20 x 12,1STY2CL
Region XII,North Cotabato,304426,Camutan High School,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,CAMUTAN,"Certificate of Stewardship - same upload by SH and TA; CS already expired
-AMS",No Ownership,Yes with buildable space,40 X 10,1STY3CL
Region XII,North Cotabato,129880,CANAAN ES,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,CANAAN,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,50 X 20,1STY3CL
Region XII,North Cotabato,129881,Datu Agod ES,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,DATU AGOD,TD-TAX DECLARATION,With Ownership,No buildable space,,
Region XII,North Cotabato,129882,Datu Embangan PS,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,CAMUTAN,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-2STY8CL
Region XII,North Cotabato,129883,Dolores Elementary School,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,DOLORES,SP-Special Patent,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL
Region XII,North Cotabato,129884,Kiyaab ES,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,KIYAAB,TD-TAX DECLARATION,With Ownership,Yes but with demolition,40 X 12,1STY3CL
Region XII,North Cotabato,129885,Luhong ES,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,LUHONG,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,12X10,1STY1CL
Region XII,North Cotabato,129886,Lukiki Elementary School,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,MALATAD,TD-TAX DECLARATION,With Ownership,Yes with buildable space,66X12,2UNITS-1STY3CL
Region XII,North Cotabato,129887,Magsaysay ES,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,MAGSAYSAY,OCT-SP,With Ownership,Yes with buildable space,40 X 10,0
Region XII,North Cotabato,129888,Malangag ES,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,MALANGAG,OCT-SP,With Ownership,Yes with buildable space,40m x 9m,1UNIT/s-1STY2CL
Region XII,North Cotabato,129889,Malatab ES,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,MALATAD,OCT-SP,With Ownership,Yes with buildable space,30 X 10,1STY2CL
Region XII,North Cotabato,304470,Malatab HS,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,MALATAD,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,30 X 10,1STY2CL
Region XII,North Cotabato,129890,Malire ES,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,MALIRE,OCT-SP,With Ownership,Yes with buildable space,20 X 10,1STY2CL
Region XII,North Cotabato,129891,New Pontevedra ES,NORTH COTABATO,Cotabato (North) 2nd,ANTIPAS,NEW PONTEVEDRA,TD-TAX DECLARATION,With Ownership,Yes with buildable space,20 x 12,1STY2CL
Region XII,North Cotabato,129892,Allab Elementary School,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,ALLAB,GSUP/SFLMA,With Ownership,Yes with buildable space,81 x 12,2UNITS-1STY2CL
Region XII,North Cotabato,129893,Anapolon ES,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,ANAPOLON,FOR USUFRUCT WITH THE NCIP,No Ownership,Yes with buildable space,30 x 12,1STY2CL
Region XII,North Cotabato,306342,ANAPOLON NATIONAL HIGH SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,ANAPOLON,USUFRUCT,With Ownership,Yes with buildable space,40 x 12,1STY2CL
Region XII,North Cotabato,129894,ANULING ELEMENTARY SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,BADIANGON,GSUP/SFLMA,With Ownership,Yes with buildable space,10 X 10,0
Region XII,North Cotabato,129895,Arakan CES,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,GREENFIELD,TD-TAX DECLARATION,With Ownership,Yes but with demolition,42 x 12,2UNITS-1STY2CL
Region XII,North Cotabato,129896,ARAKAN ELEMENTARY SCHOOL (Badiangon),NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,BADIANGON,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20 X 10 ,0
Region XII,North Cotabato,304437,Badiangon HS,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,BADIANGON,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL
Region XII,North Cotabato,129897,Binaton Elementary School,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,KABALANTIAN,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20 x 10,1STY2CL
Region XII,North Cotabato,129898,Binoongan ES,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,BINOONGAN,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20 x 12,1STY2CL
Region XII,North Cotabato,316554,Binoongan HS,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,BINOONGAN,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL
Region XII,North Cotabato,129899,Dallag ELementary School,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,DALLAG,OCT-SP,With Ownership,Yes with buildable space,30 X 10,0
Region XII,North Cotabato,304438,Dallag High School,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,DALLAG,OCT-SP,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL
Region XII,North Cotabato,316553,Datu Ladayon  HS,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,DATU LADAYON,TD-TAX DECLARATION,With Ownership,Yes with buildable space,25 x 12,1STY2CL
Region XII,North Cotabato,129900,DATU LADAYON ELEMENTARY SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,DATU LADAYON,TD-TAX DECLARATION,With Ownership,Yes with buildable space,35 x 12,1STY3CL
Region XII,North Cotabato,305939,DATU MAMBILING ANSABO HIGH SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,MALIBATUAN,USUFRUCT,With Ownership,Yes with buildable space,40 x 12,1STY3CL
Region XII,North Cotabato,129901,Datu Mantangkil ES,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,DATU MATANGKIL,"Principal and TA uploaded the same document.
The uploaded DOD is not notarized, hence not a public document, and is therefore void.
",No Ownership,Yes with buildable space,30 X 10,0
Region XII,North Cotabato,305589,Datu Mantangkil High School,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,DATU MATANGKIL,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20 X 10 ,1STY1CL
Region XII,North Cotabato,129902,DOROLUMAN CENTRAL ELEMENTARY SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,DOROLUMAN,TD-TAX DECLARATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL
Region XII,North Cotabato,304442,F. A. Andolana Memorial High School,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,SANTO NINO,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20 x 12,1STY2CL
Region XII,North Cotabato,129903,Gambudes ES,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,GAMBODES,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,60x12,2UNITS-1STY3CL
Region XII,North Cotabato,129904,Ganatan Elementary School,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,GANATAN,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL
Region XII,North Cotabato,316515,GANATAN HIGH SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,GANATAN,MOA,With Ownership,Yes with buildable space,20 X 10 ,0
Region XII,North Cotabato,305552,GENEROSO A. REOVOCA SR. HIGH SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,TUMANDING,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20 X 10 ,0
Region XII,North Cotabato,304436,Greenfield NHS,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,GREENFIELD,PP-PRESIDENTIAL PROCLAMATION,With Ownership,Yes with buildable space,20 X 10 ,0
Region XII,North Cotabato,129905,GUITAWAN ELEMENTARY SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,GREENFIELD,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20 x 10,1STY2CL
Region XII,North Cotabato,137110,INAMONG ELEMENTARY SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,DATU LADAYON,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,40 X 10,1STY2CL
Region XII,North Cotabato,129906,Kabalantian ES,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,KABALANTIAN,GSUP/SFLMA,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL
Region XII,North Cotabato,304440,Kabalantian HS,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,KABALANTIAN,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY3CL
Region XII,North Cotabato,129907,Kapayahan ES,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,KABALANTIAN,"The uploaded DOD does not have a signature of the notary public, hence not a public document, and is therefore void.
DOD - uploaded by SH and TA
Tagged by SH as within forestland, but has no certification to support the claim
-AMS",No Ownership,Yes with buildable space,42x12,2UNITS-1STY2CL
Region XII,North Cotabato,129908,Katindu ES,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,MALIBATUAN,"DOD (ICC/IP to DepEd) - same upload by SH and TA
The uploaded DOD is not notarized, hence not a public document, and is therefore void. 
-AMS",No Ownership,Yes with buildable space,20 x 12,1STY2CL
Region XII,North Cotabato,129909,Katipunan CES,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,KATIPUNAN,GSUP/SFLMA,With Ownership,Yes with buildable space,30 X 10,1STY2CL
Region XII,North Cotabato,304441,Katipunan HS,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,KATIPUNAN,TD-TAX DECLARATION,With Ownership,No buildable space,,
Region XII,North Cotabato,502698,KIATAO INTEGRATED SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,LANAO KURAN,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,60 x 12,1STY3CL
Region XII,North Cotabato,129911,Kinawayan ES,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,KINAWAYAN,DOS-DEED OF SALE,With Ownership,Yes with buildable space,30 X 10,0
Region XII,North Cotabato,306343,KINAWAYAN NATIONAL HIGH SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,KINAWAYAN,USUFRUCT,With Ownership,Yes with buildable space,30 x 12,1STY3CL
Region XII,North Cotabato,129913,Kulaman ES,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,KULAMAN VALLEY,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,40 x 12,1STY2CL
Region XII,North Cotabato,305937,KULAMAN VALLEY HIGH SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,KULAMAN VALLEY,USUFRUCT,With Ownership,Yes with buildable space,20 x 9,1UNIT/s-1STY3CL
Region XII,North Cotabato,129914,Lanao Kuran ES,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,LANAO KURAN,GSUP/SFLMA,With Ownership,Yes with buildable space,30 x 12,1STY2CL
Region XII,North Cotabato,304460,Lanao Kuran NVTHS,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,LANAO KURAN,TD-TAX DECLARATION,With Ownership,Yes with buildable space,30 X 10,0
Region XII,North Cotabato,129915,Libertad Elementary School,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,LIBERTAD,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20 x 12,1STY2CL
Region XII,North Cotabato,305940,LIBERTAD NATIONAL HIGH SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,LIBERTAD,USUFRUCT,With Ownership,Yes with buildable space,42x12,2UNITS-1STY2CL
Region XII,North Cotabato,129916,Lumbo ES,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,KABALANTIAN,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20 x 12,1STY2CL
Region XII,North Cotabato,129917,MA. CARIDAD ELEMENTARY SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,MARIA CARIDAD,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,25 x 12,1STY2CL
Region XII,North Cotabato,306341,MA. CARIDAD NATIONAL HIGH SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,MARIA CARIDAD,USUFRUCT,With Ownership,Yes with buildable space,30 x 12,1STY3CL
Region XII,North Cotabato,129918,MAKALANGOT ELEMENTARY SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,MAKALANGOT,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,40 X 12,1STY4CL
Region XII,North Cotabato,316522,Makalangot High School,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,MAKALANGOT,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,20 x 12,1STY2CL
Region XII,North Cotabato,129919,Malibatuan ES,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,MALIBATUAN,USUFRUCT,With Ownership,Yes with buildable space,30 x 9,1UNIT/s-1STY3CL
Region XII,North Cotabato,304471,MALIBATUAN HIGH SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,MALIBATUAN,MOA,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL
Region XII,North Cotabato,304439,Marciano Dahan HS,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,DOROLUMAN,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,30 x 12,2STY6CL
Region XII,North Cotabato,129920,MEOCAN ELEMENTARY SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,MEOCAN,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,40 x 12,2STY6CL
Region XII,North Cotabato,316534,Meocan High School,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,MEOCAN,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL
Region XII,North Cotabato,137048,N.RAMIREZ ELEMENTARY SCHOOL,NORTH COTABATO,Cotabato (North) 2nd,ARAKAN,DATU LADAYON,DOD-DEED OF DONATION,With Ownership,Yes with buildable space,0,1UNIT/s-1STY2CL
