region,division,classification,position,status,item_status,number
Region V - Bicol,Division of Legazpi City,"Education, Library, Museum and Archival Service",Education Program Supervisor,Unfilled,CTI,1
Region V - Bicol,Division of Legazpi City,"Education, Library, Museum and Archival Service",Guidance Counselor III,Filled,Regular,1
Region V - Bicol,Division of Legazpi City,"Education, Library, Museum and Archival Service",Head Teacher II,Filled,Regular,1
Region V - Bicol,Division of Legazpi City,"Education, Library, Museum and Archival Service",Head Teacher VI,Unfilled,Regular,1
Region V - Bicol,Division of Legazpi City,"Education, Library, Museum and Archival Service",School Librarian III,Filled,Regular,1
Region V - Bicol,Division of Legazpi City,"Education, Library, Museum and Archival Service",Schools Division Superintendent,Filled,CTI,1
Region V - Bicol,Division of Legazpi City,"Education, Library, Museum and Archival Service",Senior Education Program Specialist,Filled,Regular,1
Region V - Bicol,Division of Legazpi City,"Education, Library, Museum and Archival Service",Assistant School Principal II,Filled,Regular,1
Region V - Bicol,Division of Legazpi City,"Education, Library, Museum and Archival Service",School Principal II,Unfilled,Regular,1
Region V - Bicol,Division of Legazpi City,"Education, Library, Museum and Archival Service",Special School Principal I,Filled,Regular,1
Region V - Bicol,Division of Ligao City,"Education, Library, Museum and Archival Service",Librarian II,Filled,Regular,1
Region V - Bicol,Division of Ligao City,"Education, Library, Museum and Archival Service",Assistant Schools Division Superintendent,Filled,Regular,1
Region V - Bicol,Division of Ligao City,"Education, Library, Museum and Archival Service",Head Teacher II,Filled,Regular,1
Region V - Bicol,Division of Ligao City,"Education, Library, Museum and Archival Service",Head Teacher V,Filled,Regular,1
Region V - Bicol,Division of Ligao City,"Education, Library, Museum and Archival Service",School Librarian I,Filled,Regular,1
Region V - Bicol,Division of Ligao City,"Education, Library, Museum and Archival Service",Schools Division Superintendent,Filled,CTI,1
Region V - Bicol,Division of Ligao City,"Education, Library, Museum and Archival Service",Assistant School Principal II,Filled,Regular,1
Region V - Bicol,Division of Masbate,"Education, Library, Museum and Archival Service",Librarian I,Filled,CTI,1
Region V - Bicol,Division of Masbate,"Education, Library, Museum and Archival Service",Librarian I,Unfilled,CTI,1
Region V - Bicol,Division of Masbate,"Education, Library, Museum and Archival Service",Librarian II,Filled,Regular,1
National Capital Region (NCR),Division of Valenzuela,"Education, Library, Museum and Archival Service",School Principal II,Unfilled,Regular,1
National Capital Region (NCR),Division of Valenzuela,"Education, Library, Museum and Archival Service",Senior Education Program Specialist,Unfilled,Regular,1
Region V - Bicol,Division of Masbate,"Education, Library, Museum and Archival Service",Education Program Supervisor,Unfilled,Regular,1
Region V - Bicol,Division of Masbate,"Education, Library, Museum and Archival Service",Guidance Counselor II,Unfilled,CTI,1
National Capital Region (NCR),Division of Valenzuela,"Education, Library, Museum and Archival Service",Schools Division Superintendent,Filled,Regular,1
Region V - Bicol,Division of Masbate,"Education, Library, Museum and Archival Service",Head Teacher II,Unfilled,Regular,1
Region V - Bicol,Division of Masbate,"Education, Library, Museum and Archival Service",Head Teacher IV,Filled,Regular,1
Region V - Bicol,Division of Masbate,"Education, Library, Museum and Archival Service",School Librarian I,Filled,Regular,1
Region V - Bicol,Division of Masbate,"Education, Library, Museum and Archival Service",Schools Division Superintendent,Filled,Regular,1
National Capital Region (NCR),Division of Valenzuela,"Education, Library, Museum and Archival Service",Head Teacher II,Filled,Regular,1
National Capital Region (NCR),Division of Valenzuela,"Education, Library, Museum and Archival Service",Guidance Counselor III,Unfilled,Regular,1
National Capital Region (NCR),Division of Valenzuela,"Education, Library, Museum and Archival Service",Guidance Counselor III,Filled,Regular,1
Region V - Bicol,Division of Masbate,"Education, Library, Museum and Archival Service",School Principal IV,Filled,Regular,1
National Capital Region (NCR),Division of Valenzuela,"Education, Library, Museum and Archival Service",Guidance Counselor I,Unfilled,Regular,1
National Capital Region (NCR),Division of Valenzuela,"Education, Library, Museum and Archival Service",Guidance Counselor I,Filled,Regular,1
National Capital Region (NCR),Division of Valenzuela,"Education, Library, Museum and Archival Service",Education Program Specialist II,Unfilled,Regular,1
National Capital Region (NCR),Division of Valenzuela,"Education, Library, Museum and Archival Service",Assistant Schools Division Superintendent,Unfilled,Regular,1
National Capital Region (NCR),Division of Valenzuela,"Education, Library, Museum and Archival Service",Librarian II,Filled,Regular,1
Region V - Bicol,Division of Masbate City,"Education, Library, Museum and Archival Service",Librarian II,Filled,Regular,1
Region V - Bicol,Division of Masbate City,"Education, Library, Museum and Archival Service",Assistant Schools Division Superintendent,Filled,Regular,1
Region V - Bicol,Division of Masbate City,"Education, Library, Museum and Archival Service",Guidance Coordinator III,Filled,Regular,1
Region V - Bicol,Division of Masbate City,"Education, Library, Museum and Archival Service",Head Teacher III,Unfilled,Regular,1
Region V - Bicol,Division of Masbate City,"Education, Library, Museum and Archival Service",Registrar I,Filled,Regular,1
Region V - Bicol,Division of Masbate City,"Education, Library, Museum and Archival Service",School Librarian III,Unfilled,Regular,1
Region V - Bicol,Division of Masbate City,"Education, Library, Museum and Archival Service",Schools Division Superintendent,Filled,Regular,1
Region V - Bicol,Division of Masbate City,"Education, Library, Museum and Archival Service",School Principal I,Unfilled,Regular,1
Region V - Bicol,Division of Masbate City,"Education, Library, Museum and Archival Service",School Principal III,Filled,Regular,1
Region V - Bicol,Division of Naga City,"Education, Library, Museum and Archival Service",Librarian II,Filled,Regular,1
Region V - Bicol,Division of Naga City,"Education, Library, Museum and Archival Service",Assistant Schools Division Superintendent,Unfilled,Regular,1
Region V - Bicol,Division of Naga City,"Education, Library, Museum and Archival Service",Education Program Supervisor,Filled,Regular,1
Region V - Bicol,Division of Naga City,"Education, Library, Museum and Archival Service",Education Program Supervisor,Unfilled,CTI,1
Region V - Bicol,Division of Naga City,"Education, Library, Museum and Archival Service",Guidance Counselor I,Unfilled,Regular,1
Region XIII - CARAGA,Regional Office - Proper,"Education, Library, Museum and Archival Service",Senior Education Program Specialist,Filled,Regular,1
Region V - Bicol,Division of Naga City,"Education, Library, Museum and Archival Service",Guidance Counselor II,Unfilled,Regular,1
Region V - Bicol,Division of Naga City,"Education, Library, Museum and Archival Service",Head Teacher I,Unfilled,Regular,1
Region V - Bicol,Division of Naga City,"Education, Library, Museum and Archival Service",Registrar I,Filled,Regular,1
Region V - Bicol,Division of Naga City,"Education, Library, Museum and Archival Service",Registrar I,Unfilled,Regular,1
Region V - Bicol,Division of Naga City,"Education, Library, Museum and Archival Service",School Librarian I,Filled,Regular,1
Region V - Bicol,Division of Naga City,"Education, Library, Museum and Archival Service",School Librarian III,Filled,Regular,1
Region V - Bicol,Division of Naga City,"Education, Library, Museum and Archival Service",Schools Division Superintendent,Filled,CTI,1
National Capital Region (NCR),Division of Taguig and Pateros,"Education, Library, Museum and Archival Service",School Principal IV,Unfilled,Regular,1
National Capital Region (NCR),Division of Taguig and Pateros,"Education, Library, Museum and Archival Service",Schools Division Superintendent,Filled,Regular,1
National Capital Region (NCR),Division of Taguig and Pateros,"Education, Library, Museum and Archival Service",School Librarian I,Filled,Regular,1
National Capital Region (NCR),Division of Taguig and Pateros,"Education, Library, Museum and Archival Service",Registrar II,Filled,Regular,1
National Capital Region (NCR),Division of Taguig and Pateros,"Education, Library, Museum and Archival Service",Head Teacher V,Unfilled,Regular,1
Region V - Bicol,Division of Sorsogon,"Education, Library, Museum and Archival Service",Librarian II,Filled,Regular,1
Region V - Bicol,Division of Sorsogon,"Education, Library, Museum and Archival Service",Assistant Schools Division Superintendent,Filled,Regular,1
Region V - Bicol,Division of Sorsogon,"Education, Library, Museum and Archival Service",Guidance Counselor II,Filled,Regular,1
National Capital Region (NCR),Division of Taguig and Pateros,"Education, Library, Museum and Archival Service",Guidance Counselor III,Filled,Regular,1
Region V - Bicol,Division of Sorsogon,"Education, Library, Museum and Archival Service",Head Teacher III,Filled,CTI,1
National Capital Region (NCR),Division of Taguig and Pateros,"Education, Library, Museum and Archival Service",Guidance Counselor II,Filled,Regular,1
Region V - Bicol,Division of Sorsogon,"Education, Library, Museum and Archival Service",Head Teacher IV,Unfilled,Regular,1
Region V - Bicol,Division of Sorsogon,"Education, Library, Museum and Archival Service",Head Teacher V,Filled,Regular,1
Region V - Bicol,Division of Sorsogon,"Education, Library, Museum and Archival Service",Public Schools District Supervisor,Filled,CTI,1
Region V - Bicol,Division of Sorsogon,"Education, Library, Museum and Archival Service",School Librarian II,Filled,Regular,1
Region V - Bicol,Division of Sorsogon,"Education, Library, Museum and Archival Service",School Librarian III,Filled,Regular,1
Region V - Bicol,Division of Sorsogon,"Education, Library, Museum and Archival Service",Schools Division Superintendent,Filled,Regular,1
National Capital Region (NCR),Division of Taguig and Pateros,"Education, Library, Museum and Archival Service",Guidance Coordinator III,Filled,Regular,1
Region V - Bicol,Division of Sorsogon,"Education, Library, Museum and Archival Service",School Principal II,Unfilled,Regular,1
National Capital Region (NCR),Division of Taguig and Pateros,"Education, Library, Museum and Archival Service",Assistant Schools Division Superintendent,Filled,Regular,1
Region V - Bicol,Division of Sorsogon,"Education, Library, Museum and Archival Service",School Principal III,Unfilled,Regular,1
National Capital Region (NCR),Division of Taguig and Pateros,"Education, Library, Museum and Archival Service",Librarian II,Filled,Regular,1
National Capital Region (NCR),Division of Taguig and Pateros,"Education, Library, Museum and Archival Service",Librarian I,Unfilled,CTI,1
Region V - Bicol,Division of Sorsogon City,"Education, Library, Museum and Archival Service",Librarian II,Filled,Regular,1
Region V - Bicol,Division of Sorsogon City,"Education, Library, Museum and Archival Service",Assistant Schools Division Superintendent,Filled,Regular,1
Region V - Bicol,Division of Sorsogon City,"Education, Library, Museum and Archival Service",Guidance Counselor I,Unfilled,Regular,1
Region V - Bicol,Division of Sorsogon City,"Education, Library, Museum and Archival Service",Guidance Counselor III,Filled,Regular,1
Region V - Bicol,Division of Sorsogon City,"Education, Library, Museum and Archival Service",School Librarian III,Filled,Regular,1
Region V - Bicol,Division of Sorsogon City,"Education, Library, Museum and Archival Service",Schools Division Superintendent,Filled,Regular,1
Region V - Bicol,Division of Sorsogon City,"Education, Library, Museum and Archival Service",Senior Education Program Specialist,Unfilled,Regular,1
Region V - Bicol,Division of Sorsogon City,"Education, Library, Museum and Archival Service",Assistant School Principal II,Filled,Regular,1
